Beginn,Ende,Anzahl der Aktivitätsminuten,Kalorien (kcal),Distanz (m),Kardiopunkte,Kardiominuten,Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Inaktiv – Dauer (ms),Gehen – Dauer (ms),Laufen – Dauer (ms),Intervalltraining mit hoher Intensität – Dauer (ms),Gehen mit Schritttempovorgabe – Dauer (ms)
03:15:00.000+05:30,03:30:00.000+05:30,,15.554686945544084,,,,,,,,,,,,,,,,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,15.554686945544084,,,,,,,,,,,,,,,,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,15.554686945544084,,,,,,,,,,,24,,,,,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,15.554686945544084,,,,,,,,,,,,,,,,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,15.554686945544084,,,,,,,,,,,,,,,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,15.554686945544084,,,,,,,,,,,,,,,,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,15.554686945544084,,,,,,,,,,,,,,,,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,15.554686945544084,,,,,,,,,,,,,,,,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,15.554686945544084,,,,,,,,,,,,,,,,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,15.554686945544084,,,,,,,,,,,,,,,,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,15.554686945544084,,,,,,,,,,,,,,,,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,15.554686945544084,,,,,,,,,,,,,,,,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,15.554686945544084,,,,,,,,,,,,,,,,,,,
06:30:00.000+05:30,06:45:00.000+05:30,5,15.554686945544084,156.2697802235552,,,,,,,0.6498703383394201,0.8341416120529175,0.30141347646713257,259,,,,,,,,
06:45:00.000+05:30,07:00:00.000+05:30,4,15.554686945544084,87.03109340837032,,,,,,,0.3171279579401016,0.3328424394130707,0.30141347646713257,167,,,,,,,,
07:00:00.000+05:30,07:15:00.000+05:30,1,16.565481031280957,49.953641573213254,,,,,,,0.34689556062221527,0.392377644777298,0.30141347646713257,82,,,,,18196,,,
07:15:00.000+05:30,07:30:00.000+05:30,1,20.96801297255953,31.258688043546915,,,,,,,0.3014134466648102,0.3014134466648102,0.3014134466648102,52,,,,,97449,,,
07:30:00.000+05:30,07:45:00.000+05:30,2,24.05472305067262,49.23950637846581,,,,,,,0.3664849102497101,0.3664849102497101,0.3664849102497101,82,,,,,153015,,,
07:45:00.000+05:30,08:00:00.000+05:30,1,24.122106587899523,45.424732545616216,,,,,,,0.30141347646713257,0.30141347646713257,0.30141347646713257,74,,,,,154228,,,
08:00:00.000+05:30,08:15:00.000+05:30,13,56.367357989492426,622.8062502348403,,,,,,,0.8140665125216421,1.0581892728805542,0.28680679202079773,1019,,,,,734697,,,
08:15:00.000+05:30,08:30:00.000+05:30,5,15.5546874684845,151.40505456924438,,,,,,,0.6573243553015251,0.8633704781532288,0.3014134466648102,251,,,,,,,,
08:30:00.000+05:30,08:45:00.000+05:30,12,56.34096908008143,546.4030085871535,,,,,,,0.7584474795077788,0.9954344034194946,0.4931502938270569,920,,,,,734222,,,
08:45:00.000+05:30,09:00:00.000+05:30,6,35.24222790803552,295.3554619481248,,,,,,,0.8373515066069591,0.9018502235412598,0.76105135679245,487,,,,,354409,,,
09:00:00.000+05:30,09:15:00.000+05:30,14,64.65082196759974,676.9357024069332,,,,,,,0.8422652486722186,1.1068300008773804,0.30141347646713257,1031,,,,,,388213,,
09:15:00.000+05:30,09:30:00.000+05:30,15,15.554686263365271,679.3672735500938,,,,,,,0.7712986332676117,0.950417697429657,0.398519366979599,1122,,,,,,,,
09:30:00.000+05:30,09:45:00.000+05:30,10,15.554686263365271,455.061877186665,,,,,,,0.806459112903145,1.085873007774353,0.5096380710601807,745,,,,,,,,
09:45:00.000+05:30,10:00:00.000+05:30,6,39.41128050392641,299.4407844881807,,,,,,,0.818465977605119,1.0028018951416016,0.30141347646713257,488,,,,,429459,,,
10:00:00.000+05:30,10:15:00.000+05:30,6,22.99943219540667,236.80728575184003,,,,,,,0.6454404175780453,1.3665608167648315,0.34446981549263,379,,,,,134018,,,
10:15:00.000+05:30,10:30:00.000+05:30,4,26.10241363570892,118.38188695907593,,,,,,,0.34249776506695545,0.9446949362754822,0.2813192307949066,193,,,,,,83403,,
10:30:00.000+05:30,10:45:00.000+05:30,1,15.554685295938341,64.50248336791992,,,,,,,0.5257310064565944,0.7558958530426025,0.27127209305763245,141,,,,,,,,
10:45:00.000+05:30,11:00:00.000+05:30,,15.554685295938341,,,,,,,,,,,,,,,,,,,
11:00:00.000+05:30,11:15:00.000+05:30,,15.554685295938341,20.496116638183594,,,,,,,0.30141347646713257,0.30141347646713257,0.30141347646713257,34,,,,,,,,
11:15:00.000+05:30,11:30:00.000+05:30,3,15.554686638474479,89.21838903427124,,,,,,,0.3020559038127192,0.31179529428482056,0.3014134466648102,148,,,,,,,,
11:30:00.000+05:30,11:45:00.000+05:30,,15.554687010006337,,,,,,,,,,,,,,,,,,,
11:45:00.000+05:30,12:00:00.000+05:30,,15.554687010006337,,,,,,,,,,,,,,,,,,,
12:00:00.000+05:30,12:15:00.000+05:30,5,15.554687010006337,184.17186838841798,,,,,,,0.5420726620977581,0.751316249370575,0.3014134466648102,328,,,,,,,,
12:15:00.000+05:30,12:30:00.000+05:30,14,15.554687010006337,749.8031182839834,,,,,,,0.8975743797914829,1.1054681539535522,0.6586894392967224,1213,,,,,,,,
12:30:00.000+05:30,12:45:00.000+05:30,8,15.554687010006337,361.0104982736244,,,,,,,0.7591556947672802,1.0132372379302979,0.30141347646713257,588,,,,,,,,
12:45:00.000+05:30,13:00:00.000+05:30,11,35.386938234304495,409.8922670655245,,,,,,,0.6061676318930629,1.0660074949264526,0.30141347646713257,693,,,,,357014,,,
13:00:00.000+05:30,13:15:00.000+05:30,4,15.554686512260613,157.83620875524196,,,,,,,0.6278038074597735,0.7972906827926636,0.5518930554389954,262,,,,,,,,
13:15:00.000+05:30,13:30:00.000+05:30,9,17.7044296613057,265.29844581964653,,,,,,,0.4795249072415579,0.8834355473518372,0.3014134466648102,439,,,,,38699,,,
13:30:00.000+05:30,13:45:00.000+05:30,12,31.49658083952087,511.4991502480163,,,,,,,0.6136662205226078,1.2162511348724365,0.30141347646713257,837,,,,,286981,,,
13:45:00.000+05:30,14:00:00.000+05:30,1,15.554687317596025,38.94401684356155,,,,,,,0.6076664328575134,0.7241028547286987,0.4912300109863281,65,,,,,,,,
14:00:00.000+05:30,14:15:00.000+05:30,,15.554687317596025,,,,,,,,,,,,,,,,,,,
14:15:00.000+05:30,14:30:00.000+05:30,1,15.554687317596025,33.75830841064453,,,,,,,0.3014134466648102,0.3014134466648102,0.3014134466648102,56,,,,,,,,
14:30:00.000+05:30,14:45:00.000+05:30,2,15.554687317596025,77.76467609405518,,,,,,,0.32864892686734776,0.5002886652946472,0.30141347646713257,158,,,,,,,,
14:45:00.000+05:30,15:00:00.000+05:30,,15.554687317596025,48.22615623474121,,,,,,,0.2818946802254879,0.2913663387298584,0.26122501492500305,80,,,,,,,,
15:00:00.000+05:30,15:15:00.000+05:30,5,50.61978885233654,,10.0,5,,,,,,,,43,,,,,,,300000,
15:15:00.000+05:30,15:30:00.000+05:30,15,120.74999192181755,,30.0,15,,,,,,,,,,,,,,,900000,
15:30:00.000+05:30,15:45:00.000+05:30,14,113.73697163363622,,28.0,14,,,,,,,,1,,,,,,,840000,
15:45:00.000+05:30,16:00:00.000+05:30,,15.554687599097498,,,,,,,,,,,15,,,,,,,,
16:00:00.000+05:30,16:15:00.000+05:30,,15.554687599097498,,,,,,,,,,,,,,,,,,,
16:15:00.000+05:30,16:30:00.000+05:30,,15.554687599097498,,,,,,,,,,,,,,,,,,,
16:30:00.000+05:30,16:45:00.000+05:30,,15.554687599097498,,,,,,,,,,,,,,,,,,,
16:45:00.000+05:30,17:00:00.000+05:30,,15.554687599097498,,,,,,,,,,,,,,,,,,,
17:00:00.000+05:30,17:15:00.000+05:30,9,15.554687599097498,288.6102403303101,,,,,,,0.46412950761644317,0.8901945948600769,0.30141347646713257,492,,,,,,,,
17:15:00.000+05:30,17:30:00.000+05:30,15,15.554687599097498,758.2503763049681,,,,,,,0.8643889745878857,1.1173417568206787,0.6544463634490967,1237,,,,,,,,
17:30:00.000+05:30,17:45:00.000+05:30,7,15.554687599097498,291.0285249243227,,,,,,,0.7350781104889887,0.9558849930763245,0.4257543087005615,481,,,,,,,,
17:45:00.000+05:30,18:00:00.000+05:30,,15.554687599097498,,,,,,,,,,,,,,,,,,,
18:00:00.000+05:30,18:15:00.000+05:30,7,35.708904505154486,429.380588163557,,,,,,,0.7005471350625097,1.0351946353912354,0.3014134466648102,687,,,,,362810,,,
18:15:00.000+05:30,18:30:00.000+05:30,5,36.1414216039087,228.6400088174916,,,,,,,0.8421051523849967,1.0905561447143555,0.4084450602531433,384,,,,,370596,,,
18:30:00.000+05:30,18:45:00.000+05:30,6,28.389055176045396,266.5132004022598,,,,,,,0.5857656198713517,1.5762368440628052,0.2913663387298584,430,,,,,231040,,,
18:45:00.000+05:30,19:00:00.000+05:30,12,38.95066012994061,471.86812059137543,,,,,,,0.760480139514684,1.1140424013137817,0.3014134466648102,764,,,,,421167,,,
19:00:00.000+05:30,19:15:00.000+05:30,7,19.639541471200403,289.03480728414337,,,,,,,0.6986882854814352,0.9193938970565796,0.3630806803703308,478,,,,,73535,,,
19:15:00.000+05:30,19:30:00.000+05:30,2,15.554685778133656,33.75830841064453,,,,,,,0.3852563202381134,0.3852563202381134,0.3852563202381134,75,,,,,,,,
19:30:00.000+05:30,19:45:00.000+05:30,,15.554685778133656,,,,,,,,,,,32,,,,,,,,
19:45:00.000+05:30,20:00:00.000+05:30,,15.554685778133656,,,,,,,,,,,,,,,,,,,
20:00:00.000+05:30,20:15:00.000+05:30,4,15.554685778133656,109.71450614929199,,,,,,,0.3491470067536122,0.7801463603973389,0.2813192307949066,182,,,,,,,,
20:15:00.000+05:30,20:30:00.000+05:30,7,50.91561927220356,186.48611451481042,10.0,5,,,,,0.4441801992141758,1.1493114233016968,0.26314467191696167,308,,,,,,,302531,
20:30:00.000+05:30,20:45:00.000+05:30,13,27.021389587978792,452.80741118099036,2.0,1,,,,,0.6835524655307389,1.072088599205017,0.3014134466648102,750,,,,,85500,,57469,
20:45:00.000+05:30,21:00:00.000+05:30,,15.554687357940624,15.070673942565918,,,,,,,0.2511778771877289,0.2511778771877289,0.2511778771877289,42,,,,,,,,
21:00:00.000+05:30,21:15:00.000+05:30,7,32.41110551866891,431.6636349193644,4.0,4,,,,,0.8599117848272358,1.3818730115890503,0.30141347646713257,704,,,,,,,,303444
21:15:00.000+05:30,21:30:00.000+05:30,15,65.54999701182473,1100.7518277129395,14.0,14,,,,,1.2231395481905691,1.4216455221176147,0.9494178295135498,1630,,,,,,,,900000
21:30:00.000+05:30,21:45:00.000+05:30,13,48.517650128929006,704.2408045338336,8.0,8,,,,,0.9810180577251164,1.3349436521530151,0.3014134466648102,1068,,,,385687,,,,514313
21:45:00.000+05:30,22:00:00.000+05:30,5,32.29017205584725,343.2420711976392,4.0,4,,,,,1.2118469857794887,1.5276662111282349,0.956436812877655,567,,,,598733,,,,301267
22:00:00.000+05:30,22:15:00.000+05:30,15,62.92906254966314,983.6038897255669,11.0,11,,,,,1.0952556084785865,1.3671890497207642,0.30141347646713257,1480,,,,57847,,,,842153
22:15:00.000+05:30,22:30:00.000+05:30,8,52.88068565117024,473.8709407190484,4.0,4,,,,,0.8780889897194428,1.5768413543701172,0.3014134466648102,735,,,,7769,254747,,,417184
22:30:00.000+05:30,22:45:00.000+05:30,15,65.5499941035917,1123.4540221787624,15.0,15,,,,,1.2523331089172194,1.5310101509094238,0.9116668105125427,1651,,,,,,,,900000
22:45:00.000+05:30,23:00:00.000+05:30,15,65.5499941035917,1161.6752347753884,15.0,15,,,,,1.2965202472470214,1.562058687210083,1.0781291723251343,1688,,,,,,,,900000
23:00:00.000+05:30,23:15:00.000+05:30,15,65.5499941035917,1157.4016381249871,15.0,15,,,,,1.2840850636127532,1.4893580675125122,1.0886341333389282,1687,,,,,,,,900000
23:15:00.000+05:30,23:30:00.000+05:30,14,65.54999630115438,1014.6608094257505,12.0,12,,,,,1.290991865161163,1.4663037061691284,1.1126145124435425,1493,,,,99242,,,,800758
23:30:00.000+05:30,23:45:00.000+05:30,14,63.03445385047121,1031.766369505175,13.0,13,,,,,1.2168885871147135,1.4518392086029053,0.5559777617454529,1530,,,,45284,,,,854716
23:45:00.000+05:30,00:00:00.000+05:30,15,65.54999535132532,1111.772563962657,14.0,14,,,,,1.251271339641374,1.417999505996704,0.7727730870246887,1631,,,,,,,,900000
