Beginn,Ende,Anzahl der Aktivitätsminuten,Kalorien (kcal),Distanz (m),Kardiopunkte,Kardiominuten,Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Inaktiv – Dauer (ms),Gehen – Dauer (ms),Laufen – Dauer (ms),Intervalltraining mit hoher Intensität – Dauer (ms),Gehen mit Schritttempovorgabe – Dauer (ms)
17:45:00.000+05:30,18:00:00.000+05:30,3,15.554687800385304,81.72035254646536,,,,,,,0.6550594111748901,0.99872887134552,0.3550226390361786,134,,,,,,,,
18:00:00.000+05:30,18:15:00.000+05:30,,15.554687800385304,,,,,,,,,,,,,,,,,,,
18:15:00.000+05:30,18:30:00.000+05:30,,15.554687800385304,28.332866668701172,,,,,,,0.3014134466648102,0.3014134466648102,0.3014134466648102,69,,,,,,,,
18:30:00.000+05:30,18:45:00.000+05:30,,15.554687800385304,,,,,,,,,,,,,,,,,,,
18:45:00.000+05:30,19:00:00.000+05:30,,15.554687800385304,,,,,,,,,,,,,,,,,,,
19:00:00.000+05:30,19:15:00.000+05:30,5,25.03748194915936,152.5434274673462,,,,,,,0.40496206265165674,0.602824866771698,0.2511778771877289,261,,,,,170707,,,
19:15:00.000+05:30,19:30:00.000+05:30,2,20.276466750962726,65.70813751220703,,,,,,,0.43084119260311127,0.5602689385414124,0.3014134466648102,124,,,,,85000,,,
19:30:00.000+05:30,19:45:00.000+05:30,,15.554687057672579,,,,,,,,,,,,,,,,,,,
19:45:00.000+05:30,20:00:00.000+05:30,,15.554687057672579,,,,,,,,,,,,,,,,,,,
20:00:00.000+05:30,20:15:00.000+05:30,,15.554687057672579,,,,,,,,,,,15,,,,,,,,
20:15:00.000+05:30,20:30:00.000+05:30,,15.554687057672579,,,,,,,,,,,,,,,,,,,
20:30:00.000+05:30,20:45:00.000+05:30,10,20.603574051522898,302.0617632857381,,,,,,,0.6548894093055843,1.1894357204437256,0.3014134466648102,513,,,,,90889,,,
20:45:00.000+05:30,21:00:00.000+05:30,12,55.98205892636425,818.5728223178085,9.0,9,,,,,1.2177385786083441,1.3770403861999512,1.07807457447052,1246,,,,73698,,,,701497
21:00:00.000+05:30,21:15:00.000+05:30,15,65.5499951162781,1123.580832211657,15.0,15,,,,,1.2483452710647052,1.5322309732437134,1.1142715215682983,1653,,,,,,,,900000
21:15:00.000+05:30,21:30:00.000+05:30,5,33.153433493394445,400.4007492532779,5.0,5,,,,,1.2687361825847574,1.35646390914917,1.136905312538147,587,,,,16300,,,,316660
21:30:00.000+05:30,21:45:00.000+05:30,13,15.554686448961247,568.3861303556581,1.0,1,,,,,0.9191321633599473,1.7043018341064453,0.3930649161338806,934,,,,,,,,
21:45:00.000+05:30,22:00:00.000+05:30,14,54.72334748860451,977.1990797598731,11.0,11,,,,,1.1748303567559268,1.4310046434402466,0.325882226228714,1437,,,,,,,,705102
22:00:00.000+05:30,22:15:00.000+05:30,6,34.875262610161066,428.1164635536649,5.0,5,,,,,1.000700885978447,1.3886339664459229,0.31930971145629883,667,,,,563777,,,,336223
22:15:00.000+05:30,22:30:00.000+05:30,10,47.17688509245254,712.9879887873163,9.0,9,,,,,1.2638376055134786,1.3671176433563232,1.0571461915969849,1046,,,,40582,,,,569253
22:30:00.000+05:30,22:45:00.000+05:30,,15.55468788326078,34.96396255493164,,,,,,,0.2913663387298584,0.3014134466648102,0.2813192307949066,58,,,,,,,,
22:45:00.000+05:30,23:00:00.000+05:30,1,15.55468788326078,27.154516220092773,,,,,,,0.91768017411232,1.0113279819488525,0.8240323662757874,56,,,,,,,,
23:00:00.000+05:30,23:15:00.000+05:30,,15.55468788326078,,,,,,,,,,,,,,,,,,,
23:15:00.000+05:30,23:30:00.000+05:30,,15.55468788326078,,,,,,,,,,,,,,,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,,15.55468788326078,,,,,,,,,,,,,,,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,,15.55468788326078,,,,,,,,,,,,,,,,,,,
