Beginn,Ende,Anzahl der Aktivitätsminuten,Kalorien (kcal),Distanz (m),Kardiopunkte,Kardiominuten,Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Gehen – Dauer (ms),Intervalltraining mit hoher Intensität – Dauer (ms)
12:30:00.000+05:30,12:45:00.000+05:30,7,15.554687143718207,402.30395238970675,4.0,4,,,,,1.0856523342710303,1.1740151643753052,0.7752512693405151,650,,,,,
12:45:00.000+05:30,13:00:00.000+05:30,3,15.554687143718207,155.49457246686063,1.0,1,,,,,0.8244811296463014,1.1202095746994019,0.5287526845932007,244,,,,,
13:00:00.000+05:30,13:15:00.000+05:30,3,15.554687143718207,120.19967764359521,,,,,,,0.4743219054765989,0.7885593771934509,0.3014134466648102,223,,,,,
13:15:00.000+05:30,13:30:00.000+05:30,6,15.554687337614022,305.4966998721976,2.0,2,,,,,0.89069065451622,1.0912054777145386,0.6901758313179016,507,,,,,
13:30:00.000+05:30,13:45:00.000+05:30,,15.55468749138962,,,,,,,,,,,,,,,,
13:45:00.000+05:30,14:00:00.000+05:30,4,15.55468749138962,88.61556243896484,,,,,,,0.4449957311153412,0.5885779857635498,0.30141347646713257,193,,,,,
14:00:00.000+05:30,14:15:00.000+05:30,2,15.55468749138962,79.87438356835213,,,,,,,0.354582403538786,0.5090653896331787,0.2813192307949066,158,,,,,
14:15:00.000+05:30,14:30:00.000+05:30,1,19.848062335133054,45.58325374167595,,,,,,,0.4026623379754678,1.1996036767959595,0.2813192307949066,85,,,,77288,
14:30:00.000+05:30,14:45:00.000+05:30,9,44.591517879021175,235.1025104522705,,,,,,,0.36205995171518335,0.4882059097290039,0.2630324363708496,407,,,,522712,
14:45:00.000+05:30,15:00:00.000+05:30,6,15.554687357945927,214.2703561782837,,,,,,,0.5430374253465018,1.1589246988296509,0.3014134466648102,345,,,,,
15:00:00.000+05:30,15:15:00.000+05:30,4,15.554687357945927,143.3575977881432,,,,,,,0.3809384490834466,0.5742251873016357,0.30141347646713257,280,,,,,
15:15:00.000+05:30,15:30:00.000+05:30,8,15.554687357945927,196.63680223627085,,,,,,,0.30891644470363433,0.4557666778564453,0.3014134466648102,342,,,,,
15:30:00.000+05:30,15:45:00.000+05:30,6,15.554687357945927,134.07018371822514,,,,,,,0.3014134615659714,0.30141347646713257,0.3014134466648102,222,,,,,
15:45:00.000+05:30,16:00:00.000+05:30,4,15.554687357945927,88.26541522739252,,,,,,,0.30141347646713257,0.30141347646713257,0.30141347646713257,165,,,,,
16:00:00.000+05:30,16:15:00.000+05:30,,15.554687357945927,,,,,,,,,,,,,,,,
16:15:00.000+05:30,16:30:00.000+05:30,,15.554687851172082,22.304597854614258,,,,,,,0.3014134466648102,0.3014134466648102,0.3014134466648102,37,,,,,
16:30:00.000+05:30,16:45:00.000+05:30,,15.554687924933539,,,,,,,,,,,,,,,,
16:45:00.000+05:30,17:00:00.000+05:30,,15.554687924933539,,,,,,,,,,,,,,,,
17:00:00.000+05:30,17:15:00.000+05:30,,15.554687924933539,,,,,,,,,,,,,,,,
17:15:00.000+05:30,17:30:00.000+05:30,,15.554687924933539,,,,,,,,,,,,,,,,
17:30:00.000+05:30,17:45:00.000+05:30,,15.554687924933539,,,,,,,,,,,,,,,,
17:45:00.000+05:30,18:00:00.000+05:30,,15.554687924933539,,,,,,,,,,,,,,,,
18:00:00.000+05:30,18:15:00.000+05:30,,15.554687924933539,,,,,,,,,,,,,,,,
18:15:00.000+05:30,18:30:00.000+05:30,2,15.554687924933539,87.89690677454185,,,,,,,0.6198571838572462,0.8531113862991333,0.3014134466648102,209,,,,,
18:30:00.000+05:30,18:45:00.000+05:30,1,15.554686818077979,47.57600696752358,,,,,,,0.4800243973731994,0.6586353182792664,0.30141347646713257,79,,,,,
18:45:00.000+05:30,19:00:00.000+05:30,,15.554686546994501,,,,,,,,,,,,,,,,
19:00:00.000+05:30,19:15:00.000+05:30,1,15.554686546994501,35.14051426923883,,,,,,,0.30141347646713257,0.30141347646713257,0.30141347646713257,58,,,,,
19:15:00.000+05:30,19:30:00.000+05:30,13,15.554686546994501,562.4829735982223,,,,,,,0.688942317152432,1.1198197603225708,0.30141347646713257,911,,,,,
19:30:00.000+05:30,19:45:00.000+05:30,8,15.554686472118895,189.0209117754832,,,,,,,0.34438860343428634,0.5775142312049866,0.30141347646713257,314,,,,,
19:45:00.000+05:30,20:00:00.000+05:30,7,15.554685954071712,377.6037829484394,,,,,,,0.9219342175183864,1.102305293083191,0.3014134466648102,599,,,,,
20:00:00.000+05:30,20:15:00.000+05:30,11,15.554686280547077,598.1283871565411,3.0,3,,,,,0.8142314950406617,1.2342157363891602,0.307903528213501,950,,,,,
20:15:00.000+05:30,20:30:00.000+05:30,,15.554687557664044,,,,,,,,,,,,,,,,
20:30:00.000+05:30,20:45:00.000+05:30,,15.554687557664044,,,,,,,,,,,,,,,,
20:45:00.000+05:30,21:00:00.000+05:30,,15.554687557664044,,,,,,,,,,,,,,,,
21:00:00.000+05:30,21:15:00.000+05:30,,15.554687557664044,,,,,,,,,,,,,,,,
21:15:00.000+05:30,21:30:00.000+05:30,,15.554687557664044,,,,,,,,,,,,,,,,
21:30:00.000+05:30,21:45:00.000+05:30,,15.554687407347394,25.92155933380127,,,,,,,0.3070577532052994,0.3127020299434662,0.30141347646713257,59,,,,,
21:45:00.000+05:30,22:00:00.000+05:30,2,21.65955848198079,80.03057479858398,,,,,,,0.7020821273326874,1.1027507781982422,0.30141347646713257,126,,,,109898,
22:00:00.000+05:30,22:15:00.000+05:30,,15.554686425743126,,,,,,,,,,,,,,,,
22:15:00.000+05:30,22:30:00.000+05:30,,22.15045726723501,28.935693383216858,,,,,,,0.30141347646713257,0.30141347646713257,0.30141347646713257,64,,,,118735,
22:30:00.000+05:30,22:45:00.000+05:30,,15.55468625665461,,,,,,,,,,,,,,,,
22:45:00.000+05:30,23:00:00.000+05:30,,15.55468625665461,,,,,,,,,,,,,,,,
23:00:00.000+05:30,23:15:00.000+05:30,,15.554685748227385,,,,,,,,,,,12,,,,,
23:15:00.000+05:30,23:30:00.000+05:30,,15.554685462982516,,,,,,,,,,,,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,,15.554685462982516,,,,,,,,,,,,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,,15.554685462982516,,,,,,,,,,,,,,,,
