Beginn,Ende,Anzahl der Aktivitätsminuten,Kalorien (kcal),Distanz (m),Kardiopunkte,Kardiominuten,Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Inaktiv – Dauer (ms),Gehen – Dauer (ms),Gehen mit Schritttempovorgabe – Dauer (ms)
09:45:00.000+05:30,10:00:00.000+05:30,9,43.99285689822633,550.2948355021125,4.0,4,,,,,0.8957940854473977,1.2527307271957397,0.3480257987976074,865,,,,,511935,
10:00:00.000+05:30,10:15:00.000+05:30,4,23.677953395741355,156.69872311155007,,,,,,,0.6921910975616233,1.0489659309387207,0.4219036102294922,254,,,,,146233,
10:15:00.000+05:30,10:30:00.000+05:30,9,44.832106137104645,406.330584528318,2.0,2,,,,,0.8673442599892093,1.1606011390686035,0.30141347646713257,655,,,,,527043,
10:30:00.000+05:30,10:45:00.000+05:30,10,43.230012067620095,507.5960324865376,,,,,,,0.7385874616112782,1.1908988952636719,0.30141347646713257,819,,,,,498202,
10:45:00.000+05:30,11:00:00.000+05:30,6,15.554687292594949,229.27040726903581,,,,,,,0.4678296150769675,1.0980178117752075,0.30141347646713257,371,,,,,,
11:00:00.000+05:30,11:15:00.000+05:30,4,21.556957556972343,223.63835484486847,,,,,,,0.6693342900336993,1.0555108785629272,0.30141347646713257,372,,,,,108051,
11:15:00.000+05:30,11:30:00.000+05:30,3,18.809714015474288,89.60354899852895,,,,,,,0.5929917536533222,0.7099819779396057,0.5324254631996155,149,,,,,58596,
11:30:00.000+05:30,11:45:00.000+05:30,,15.554686173885791,,,,,,,,,,,,,,,,,
11:45:00.000+05:30,12:00:00.000+05:30,2,15.554686173885791,61.488348960876465,,,,,,,0.34891218116291833,0.4695869982242584,0.30141347646713257,117,,,,,,
12:00:00.000+05:30,12:15:00.000+05:30,,15.554686173885791,,,,,,,,,,,,,,,,,
12:15:00.000+05:30,12:30:00.000+05:30,,15.554686173885791,,,,,,,,,,,,,,,,,
12:30:00.000+05:30,12:45:00.000+05:30,10,46.86802823652603,488.80383223294376,1.0,1,,,,,0.834817993520364,1.1879140138626099,0.30141347646713257,808,,,,,563694,
12:45:00.000+05:30,13:00:00.000+05:30,12,27.115059718171253,537.5984546322159,,,,,,,0.6975386413653032,1.266147255897522,0.26122501492500305,851,,,,,208106,
13:00:00.000+05:30,13:15:00.000+05:30,9,15.554686517296325,412.883941314772,,,,,,,0.6516767571610949,1.206362247467041,0.30141347646713257,667,,,,,,
13:15:00.000+05:30,13:30:00.000+05:30,5,15.554686517296325,161.37415313720703,,,,,,,0.6770408709590215,1.1164897680282593,0.3014134466648102,278,,,,,,
13:30:00.000+05:30,13:45:00.000+05:30,,15.554686517296325,,,,,,,,,,,,,,,,,
13:45:00.000+05:30,14:00:00.000+05:30,3,15.554686517296325,151.61824989318848,,,,,,,0.6813978617602605,1.094877004623413,0.30141347646713257,265,,,,,,
14:00:00.000+05:30,14:15:00.000+05:30,1,15.554686517296325,36.16961669921875,,,,,,,0.3014134466648102,0.3014134466648102,0.3014134466648102,60,,,,,,
14:15:00.000+05:30,14:30:00.000+05:30,5,15.554686517296325,112.72863960266113,,,,,,,0.33491448220652714,0.368415504693985,0.3014134466648102,187,,,,,,
14:30:00.000+05:30,14:45:00.000+05:30,10,47.964607667551746,571.7846969366074,2.0,2,,,,,1.0144719640111683,1.1864861249923706,0.6226977109909058,910,,,,,583434,
14:45:00.000+05:30,15:00:00.000+05:30,10,44.7538957494488,478.17848376203716,,,,,,,0.863603958218448,1.0646092891693115,0.30141347646713257,762,,,,,525635,
15:00:00.000+05:30,15:15:00.000+05:30,2,23.752984229972736,95.51597323763866,,,,,,,0.5039580367301207,1.021920919418335,0.30141347646713257,170,,,,,147583,
15:15:00.000+05:30,15:30:00.000+05:30,11,56.15928252909181,367.65787797652047,,,,,,,0.6112993561992874,1.156211018562317,0.3014134466648102,667,,,,,730951,
15:30:00.000+05:30,15:45:00.000+05:30,3,30.22429245790492,102.15616798400879,,,,,,,0.7738896508050691,0.8911104202270508,0.5339881181716919,235,,,,,264078,
15:45:00.000+05:30,16:00:00.000+05:30,,15.554686938666096,37.37527012825012,,,,,,,0.28104092455292845,0.2913663387298584,0.26028284430503845,111,,,,,,
16:00:00.000+05:30,16:15:00.000+05:30,,15.554686938666096,,,,,,,,,,,,,,,,,
16:15:00.000+05:30,16:30:00.000+05:30,2,21.557290431706225,47.743047946343495,,,,,,,0.34833788871765137,0.39526230096817017,0.30141347646713257,122,,,,,108057,
16:30:00.000+05:30,16:45:00.000+05:30,,15.554687287071376,37.255551106085704,,,,,,,0.3350352793931961,0.36865708231925964,0.30141347646713257,62,,,,,,
16:45:00.000+05:30,17:00:00.000+05:30,,15.554687287071376,,,,,,,,,,,,,,,,,
17:00:00.000+05:30,17:15:00.000+05:30,,15.554687287071376,15.673500895500183,,,,,,,0.2511778771877289,0.2511778771877289,0.2511778771877289,26,,,,,,
17:15:00.000+05:30,17:30:00.000+05:30,,15.554687287071376,9.042404174804688,,,,,,,0.46093085408210754,0.46093085408210754,0.46093085408210754,54,,,,,,
17:30:00.000+05:30,17:45:00.000+05:30,,15.554687287071376,,,,,,,,,,,,,,,,,
17:45:00.000+05:30,18:00:00.000+05:30,,15.554687287071376,,,,,,,,,,,,,,,,,
18:00:00.000+05:30,18:15:00.000+05:30,1,15.554687287071376,19.78198944100196,,,,,,,0.30141347646713257,0.30141347646713257,0.30141347646713257,33,,,,,,
18:15:00.000+05:30,18:30:00.000+05:30,2,15.554687287071376,44.72049583426659,,,,,,,0.3290793150663376,0.3567451536655426,0.30141347646713257,74,,,,,,
18:30:00.000+05:30,18:45:00.000+05:30,,15.554687287071376,2.544744478763035,,,,,,,,,,4,,,,,,
18:45:00.000+05:30,19:00:00.000+05:30,7,15.554687287071376,181.37160350173622,,,,,,,0.5565623630769364,1.0650818347930908,0.3014134168624878,298,,,,,,
19:00:00.000+05:30,19:15:00.000+05:30,,15.554687287071376,30.675096035003662,,,,,,,0.30141347646713257,0.30141347646713257,0.30141347646713257,50,,,,,,
19:15:00.000+05:30,19:30:00.000+05:30,1,15.554687287071376,21.768085631681608,,,,,,,0.4436074197292328,0.4436074197292328,0.4436074197292328,66,,,,,,
19:30:00.000+05:30,19:45:00.000+05:30,1,15.554687287071376,21.03262695376761,,,,,,,0.3940982222557068,0.3940982222557068,0.3940982222557068,35,,,,,,
19:45:00.000+05:30,20:00:00.000+05:30,9,15.554687287071376,472.13213485079166,,,,,,,0.8584660071618065,1.1015779972076416,0.2511778771877289,756,,,,,,
20:00:00.000+05:30,20:15:00.000+05:30,14,60.199187259287385,731.3147269265065,1.0,1,,,,,0.8910566833180644,1.1090317964553833,0.555482804775238,1177,,,,,803677,
20:15:00.000+05:30,20:30:00.000+05:30,8,42.99683222722326,509.48222300053385,2.0,2,,,,,0.9563336165690993,1.21331787109375,0.5078712105751038,814,,,,,494005,
20:30:00.000+05:30,20:45:00.000+05:30,,15.554687333355831,42.800713539123535,,,,,,,0.2762956768274307,0.30141347646713257,0.2511778771877289,71,,,,,,
20:45:00.000+05:30,21:00:00.000+05:30,,15.554687333355831,,,,,,,,,,,6,,,,,,
21:00:00.000+05:30,21:15:00.000+05:30,1,15.554687333355831,22.912590835290544,,,,,,,0.3107672333717346,0.3107672333717346,0.3107672333717346,65,,,,,,
21:15:00.000+05:30,21:30:00.000+05:30,3,15.554687333355831,137.26813998441162,,,,,,,0.4143708109219231,0.9687938690185547,0.30141347646713257,245,,,,,,
21:30:00.000+05:30,21:45:00.000+05:30,10,48.9459977136665,738.0180912017822,9.0,9,,,,,1.2577095585865086,1.4225739240646362,0.43033188581466675,1098,,,,5322,,601100
21:45:00.000+05:30,22:00:00.000+05:30,,15.55468733570236,,,,,,,,,,,7,,,,,,
22:00:00.000+05:30,22:15:00.000+05:30,,15.55468733570236,,,,,,,,,,,38,,,,,,
22:15:00.000+05:30,22:30:00.000+05:30,,15.55468733570236,,,,,,,,,,,,,,,,,
22:30:00.000+05:30,22:45:00.000+05:30,1,15.55468733570236,31.34700059890747,,,,,,,0.3198673725128174,0.3383212685585022,0.30141347646713257,52,,,,,,
22:45:00.000+05:30,23:00:00.000+05:30,,15.55468733570236,,,,,,,,,,,,,,,,,
23:00:00.000+05:30,23:15:00.000+05:30,1,18.008846016156948,34.96396255493164,,,,,,,0.4523686468601226,0.6033238172531128,0.30141347646713257,98,,,,,44179,
23:15:00.000+05:30,23:30:00.000+05:30,6,16.399219070610744,298.95913314819336,2.0,2,,,,,0.944574479766848,1.2699329853057861,0.3014134466648102,475,,,,,15203,
23:30:00.000+05:30,23:45:00.000+05:30,8,40.08660689353165,564.5487711481154,7.0,7,,,,,1.3089091109295952,1.4103699922561646,1.1843737363815308,836,,,,,,441616
23:45:00.000+05:30,00:00:00.000+05:30,13,56.312140067385776,887.5404361309646,10.0,10,,,,,1.0727790791332072,1.3508553504943848,0.30141347646713257,1320,,,,1746,481146,252557
