index,reps,words,phoneme
bud,1.0,bud,B000
frost,1.0,frost,F230
peachys,1.0,peachys,PHY2
peril,3.0,peril,P400
chairlifts,2.0,chairlifts,C641
magalloway,1.0,magalloway,M4WY
riversaddlebacks,1.0,riversaddlebacks,R623
terrain,2.0,terrain,T650
beginner,4.0,beginner,B560
lifts,5.0,lifts,L320
quads,1.0,quads,Q200
highspeed,4.0,highspeed,HH21
detachable,1.0,detachable,D2H1
tbar,9.0,tbar,T600
liftsthe,1.0,liftsthe,L323
weekends,2.0,weekends,W532
holidays,4.0,holidays,H3Y2
cupsuptic,4.0,cupsuptic,C213
flats,3.0,flats,F320
curvy,1.0,curvy,C1Y0
kennebago,7.0,kennebago,K512
steeps,1.0,steeps,S120
chairlift,11.0,chairlift,C641
muleskinner,2.0,muleskinner,M256
intimidator,2.0,intimidator,I536
glades,2.0,glades,G320
tricolor,2.0,tricolor,T246
glade,3.0,glade,G300
casablanca,3.0,casablanca,C145
skiers,1.0,skiers,S620
breen,20.0,breen,B500
millionthe,1.0,millionthe,M453
saddlebacks,5.0,saddlebacks,S341
dopplemayr,1.0,dopplemayr,D145
spectacular,1.0,spectacular,S232
highelevation,1.0,highelevation,HH41
mountainsin,1.0,mountainsin,M352
yurt,1.0,yurt,Y300
composting,2.0,composting,C123
soups,1.0,soups,S200
chowders,1.0,chowders,CW36
sandwiches,1.0,sandwiches,S3W2
snacksa,1.0,snacksa,S200
pisten,1.0,pisten,P350
bully,1.0,bully,B4Y0
groomers,1.0,groomers,G562
groomersduring,1.0,groomersduring,G562
unnamedsince,1.0,unnamedsince,U532
snowmaking,2.0,snowmaking,SW52
grooming,3.0,grooming,G520
condominium,2.0,condominium,C350
complexes,3.0,complexes,C142
berrys,1.0,berrys,B6Y2
loge,1.0,loge,L000
undeveloped,2.0,undeveloped,U141
leasepurchase,1.0,leasepurchase,L162
oquossoc,1.0,oquossoc,O200
cove,2.0,cove,C000
marinaduring,1.0,marinaduring,M536
outdated,1.0,outdated,O300
gmd,1.0,gmd,G300
mueller,2.0,mueller,M460
baseberry,1.0,baseberry,B16Y
financing,1.0,financing,F525
outwe,1.0,outwe,O000
augustit,1.0,augustit,A300
joey,5.0,joey,J000
morton,1.0,morton,M350
rangeleysince,1.0,rangeleysince,R24Y
majella,3.0,majella,M400
doppelmayr,2.0,doppelmayr,D145
fixedgrip,1.0,fixedgrip,F326
windresistant,1.0,windresistant,W362
sebastian,1.0,sebastian,S235
monsour,3.0,monsour,M260
reopen,4.0,reopen,R500
monsours,1.0,monsours,M262
invest,2.0,invest,I230
defrauding,2.0,defrauding,D635
impacts,1.0,impacts,I232
arctaris,3.0,arctaris,A362
shepard,5.0,shepard,S163
federle,3.0,federle,F640
mountainshepard,1.0,mountainshepard,M352
hopeful,1.0,hopeful,H140
condo,1.0,condo,C300
thanksgiving,1.0,thanksgiving,T521
disruption,1.0,disruption,D613
pandemicafter,1.0,pandemicafter,P352
biking,2.0,biking,B520
midmountain,1.0,midmountain,M535
quadsaddleback,1.0,quadsaddleback,Q234
lodgeentering,1.0,lodgeentering,L253
gladesbabington,1.0,gladesbabington,G321
radstock,1.0,radstock,R232
frome,1.0,frome,F500
disappearedin,1.0,disappearedin,D163
babington,9.0,babington,B523
newbury,1.0,newbury,N16Y
virgates,1.0,virgates,V232
kilmersdon,1.0,kilmersdon,K562
excavations,2.0,excavations,E135
mankham,1.0,mankham,M2H5
elcode,1.0,elcode,E300
deed,2.0,deed,D000
messuages,1.0,messuages,M200
tofts,1.0,tofts,T320
meadow,1.0,meadow,MW00
furze,1.0,furze,F200
mompesson,1.0,mompesson,M125
knatchbull,1.0,knatchbull,K32H
strahan,2.0,strahan,S6H5
halfpenny,2.0,halfpenny,H15Y
conception,1.0,conception,C213
redland,1.0,redland,R453
hanoverians,1.0,hanoverians,H165
margarets,1.0,margarets,M263
weddings,2.0,weddings,W352
churchyard,2.0,churchyard,C62H
tombs,16.0,tombs,T120
shute,1.0,shute,S300
cottages,5.0,cottages,C320
kostjuki,1.0,kostjuki,K320
acrolepiidae,1.0,acrolepiidae,A413
mongolia,1.0,mongolia,M240
amurskaya,1.0,amurskaya,A2Y0
zizyphus,1.0,zizyphus,ZY1H
jujubathis,1.0,jujubathis,J13H
superfamily,1.0,superfamily,S615
yponomeutoidea,2.0,yponomeutoidea,Y530
itwillie,1.0,itwillie,I400
hurler,2.0,hurler,H460
killeedy,1.0,killeedy,K43Y
limerick,7.0,limerick,L620
selector,1.0,selector,S236
cregan,1.0,cregan,C250
kilmallock,1.0,kilmallock,K542
gubbins,1.0,gubbins,G152
vernelli,1.0,vernelli,V540
hitandrun,1.0,hitandrun,H536
paudie,1.0,paudie,P000
fitzmauricecitation,1.0,fitzmauricecitation,F256
sliotar,1.0,sliotar,S360
elbows,2.0,elbows,EW20
itdevargudihal,1.0,itdevargudihal,I162
dharwad,2.0,dharwad,D6W3
karnataka,2.0,karnataka,K532
devanur,1.0,devanur,D560
itschoenobiodes,1.0,itschoenobiodes,I2H5
lanceolata,1.0,lanceolata,L243
roepke,1.0,roepke,R200
crambinaerelated,1.0,crambinaerelated,C515
itbernard,1.0,itbernard,I656
soysa,13.0,soysa,S200
lankan,3.0,lankan,L250
colombo,17.0,colombo,C510
ceylon,8.0,ceylon,C450
bambalapitiya,1.0,bambalapitiya,B141
lavinia,1.0,lavinia,L500
ananda,3.0,ananda,A300
samasamajist,1.0,samasamajist,S252
sama,2.0,sama,S000
samaja,2.0,samaja,S200
partyin,1.0,partyin,P3Y5
bolshevikleninist,1.0,bolshevikleninist,B2H1
parolefollowing,1.0,parolefollowing,P414
electorate,10.0,electorate,E363
jayewardene,5.0,jayewardene,JW63
tibirigasyaya,1.0,tibirigasyaya,T62Y
kusala,1.0,kusala,K400
abhayavardhana,1.0,abhayavardhana,AY16
multimember,1.0,multimember,M351
wellawattegalkissa,1.0,wellawattegalkissa,W4W3
samarawickrema,3.0,samarawickrema,S6W2
unp,1.0,unp,U000
unopposed,3.0,unopposed,U123
hameed,1.0,hameed,H300
ismail,3.0,ismail,I400
uncontested,1.0,uncontested,U532
puttalam,1.0,puttalam,P345
perera,2.0,perera,P600
sirimavo,1.0,sirimavo,S510
bandaranaike,1.0,bandaranaike,B365
cabinetin,1.0,cabinetin,C535
electorates,1.0,electorates,E363
anura,1.0,anura,A000
bastianin,1.0,bastianin,B350
lssp,1.0,lssp,L210
kumaratunga,1.0,kumaratunga,K635
fiftieth,1.0,fiftieth,F3H0
vasudeva,1.0,vasudeva,V310
nanayakkara,1.0,nanayakkara,NY26
kirula,1.0,kirula,K400
narahenpita,1.0,narahenpita,NH51
mawatha,1.0,mawatha,M3H0
priyani,1.0,priyani,PY50
australiagovernors,1.0,australiagovernors,A642
coloniesupdated,1.0,coloniesupdated,C521
baharestan,1.0,baharestan,B623
engelbert,1.0,engelbert,E416
humperdinck,1.0,humperdinck,H163
berlinin,1.0,berlinin,B450
strauss,4.0,strauss,S620
operatic,1.0,operatic,O320
conductor,11.0,conductor,C323
orczys,1.0,orczys,O2Y2
leatherface,1.0,leatherface,LH61
operasin,1.0,operasin,O250
hammersmith,3.0,hammersmith,H562
revivals,4.0,revivals,R142
sheridans,1.0,sheridans,S635
duenna,1.0,duenna,D500
clarissa,1.0,clarissa,C620
dibdin,1.0,dibdin,D350
arne,1.0,arne,A000
incidental,1.0,incidental,I353
farquhar,1.0,farquhar,F2H6
shakespeare,1.0,shakespeare,S216
playfair,1.0,playfair,PY16
reynoldss,1.0,reynoldss,R543
dayreynolds,1.0,dayreynolds,D6Y5
repertory,2.0,repertory,R636
robinsonin,1.0,robinsonin,R525
stratforduponavon,1.0,stratforduponavon,S631
wonderland,1.0,wonderland,W364
lookingglass,1.0,lookingglass,L524
twoact,1.0,twoact,T230
wombwell,1.0,wombwell,W1W4
yorkshiremuch,1.0,yorkshiremuch,Y2H6
hallreynolds,1.0,hallreynolds,H46Y
bognor,1.0,bognor,B560
scowcroft,1.0,scowcroft,SW26
jeppesenii,1.0,jeppesenii,J125
campanulaceae,2.0,campanulaceae,C154
foreststhis,1.0,foreststhis,F232
ithefazateislam,1.0,ithefazateislam,I123
madrasas,1.0,madrasas,M620
chittagong,2.0,chittagong,C325
triggered,3.0,triggered,T263
hefazat,1.0,hefazat,H230
laldighi,1.0,laldighi,L32H
slap,1.0,slap,S100
religionbased,1.0,religionbased,R251
madrasah,4.0,madrasah,M62H
madrasa,6.0,madrasa,M620
hefajateislam,2.0,hefajateislam,H232
protested,3.0,protested,P323
doctrinaire,1.0,doctrinaire,D365
islamists,3.0,islamists,I523
shafi,2.0,shafi,S100
hathazari,4.0,hathazari,HH26
allama,1.0,allama,A500
junaid,1.0,junaid,J300
babunagari,1.0,babunagari,B526
amirehefajat,1.0,amirehefajat,AH12
mufti,3.0,mufti,M300
izharul,2.0,izharul,I640
islami,2.0,islami,I500
oikya,1.0,oikya,O000
jote,1.0,jote,J000
malek,1.0,malek,M200
qawmi,1.0,qawmi,Q500
haildhar,1.0,haildhar,H3H6
nurul,2.0,nurul,N400
jihadi,1.0,jihadi,J300
shahbag,2.0,shahbag,SH12
pornographic,2.0,pornographic,P526
demanding,1.0,demanding,D535
enaction,1.0,enaction,E350
bloggers,1.0,bloggers,B262
blasphemy,1.0,blasphemy,B21H
hefazateislam,6.0,hefazateislam,H232
motijheel,1.0,motijheel,M2H4
sylhet,2.0,sylhet,S4H3
rajshahi,6.0,rajshahi,R2H0
awami,8.0,awami,A000
nowsher,1.0,nowsher,N2H6
clash,10.0,clash,C2H0
hifazate,1.0,hifazate,H230
bhanga,1.0,bhanga,B520
faridpur,1.0,faridpur,F316
ghatak,1.0,ghatak,G320
dalal,1.0,dalal,D400
nirmul,1.0,nirmul,N540
procession,2.0,procession,P250
afsar,1.0,afsar,A600
jahangirnagar,1.0,jahangirnagar,J526
hefajat,1.0,hefajat,H230
dmp,1.0,dmp,D100
baitul,4.0,baitul,B400
mukarram,4.0,mukarram,M650
mosque,5.0,mosque,M200
hefazate,4.0,hefazate,H230
gulistan,1.0,gulistan,G235
shapla,2.0,shapla,S140
clashes,5.0,clashes,C2H2
speeches,5.0,speeches,S2H2
sayed,1.0,sayed,S300
ashraful,1.0,ashraful,A614
assemble,2.0,assemble,A514
qurans,1.0,qurans,Q520
debashih,1.0,debashih,D2H0
swechchhasebak,1.0,swechchhasebak,S2H2
vandalism,2.0,vandalism,V342
arson,2.0,arson,A500
hefazats,1.0,hefazats,H232
telecasted,1.0,telecasted,T230
diganta,1.0,diganta,D530
diplomats,5.0,diplomats,D453
farhad,1.0,farhad,FH30
mazhar,1.0,mazhar,MH60
coverup,1.0,coverup,C610
disinformation,2.0,disinformation,D516
impartial,3.0,impartial,I634
ki,2.0,ki,K000
narayanganj,1.0,narayanganj,NY52
blockaded,1.0,blockaded,B230
dhakachittagong,1.0,dhakachittagong,D2H3
gunshots,1.0,gunshots,G2H3
bagerhat,1.0,bagerhat,B6H3
hasina,1.0,hasina,H500
extrajudicial,1.0,extrajudicial,E623
executions,2.0,executions,E352
antimuslim,1.0,antimuslim,A524
persecute,1.0,persecute,P230
waving,1.0,waving,W520
disrespect,1.0,disrespect,D621
obstructed,2.0,obstructed,O362
prompting,3.0,prompting,P513
demonstrators,5.0,demonstrators,D523
brahmanbaria,1.0,brahmanbaria,BH51
messaging,1.0,messaging,M252
anisuzzaman,1.0,anisuzzaman,A250
secularism,4.0,secularism,S462
minded,1.0,minded,M300
petitioned,3.0,petitioned,P353
leaguebacked,1.0,leaguebacked,L123
olama,1.0,olama,O000
jamaat,3.0,jamaat,J300
derail,2.0,derail,D400
tribunals,1.0,tribunals,T154
subjugate,1.0,subjugate,S230
baffling,1.0,baffling,B145
albrecht,2.0,albrecht,A62H
conze,1.0,conze,C200
opined,2.0,opined,O300
hifazat,1.0,hifazat,H230
fundamentalism,2.0,fundamentalism,F353
habibur,1.0,habibur,H160
islams,1.0,islams,I520
osama,1.0,osama,O000
laden,1.0,laden,L500
militant,8.0,militant,M353
harkatul,3.0,harkatul,H234
alislami,2.0,alislami,A450
qaeda,3.0,qaeda,Q000
ayman,1.0,ayman,A500
azizul,1.0,azizul,A400
haque,1.0,haque,H000
islamabadi,1.0,islamabadi,I513
congenial,1.0,congenial,C254
zawahiri,1.0,zawahiri,ZH60
mujahideen,1.0,mujahideen,MH35
announcementon,1.0,announcementon,A525
hefazateislams,1.0,hefazateislams,H232
jamiatul,1.0,jamiatul,J340
ulum,1.0,ulum,U000
islamia,1.0,islamia,I500
corporations,2.0,corporations,C163
teiparkthe,1.0,teiparkthe,T623
edo,2.0,edo,E000
matsudaira,1.0,matsudaira,M236
tadamasa,1.0,tadamasa,T520
meireki,1.0,meireki,M200
tokugawa,1.0,tokugawa,T2W0
repossessed,1.0,repossessed,R230
buildingsin,2.0,buildingsin,B352
redevelopedthe,1.0,redevelopedthe,R141
cromwell,3.0,cromwell,C5W4
cushman,1.0,cushman,CH50
wakefield,1.0,wakefield,W143
protiviti,1.0,protiviti,P313
passagesmedia,1.0,passagesmedia,P253
commonsmicrobacterium,1.0,commonsmicrobacterium,C525
barkeri,2.0,barkeri,B260
microbacterium,2.0,microbacterium,M612
degrade,2.0,degrade,D630
polyvinyl,1.0,polyvinyl,PY15
actinomycetotarelated,1.0,actinomycetotarelated,A5Y2
beginnings,2.0,beginnings,B520
stieglitz,2.0,stieglitz,S243
millionaire,1.0,millionaire,M456
stieglitzs,1.0,stieglitzs,S243
porcelains,1.0,porcelains,P245
tapestries,1.0,tapestries,T236
stovesthe,1.0,stovesthe,S123
messmacher,1.0,messmacher,M252
neorenaissance,1.0,neorenaissance,N525
stylistically,1.0,stylistically,SY42
forceful,3.0,forceful,F214
rusticated,1.0,rusticated,R323
storey,3.0,storey,S6Y0
turgid,1.0,turgid,T230
statuary,1.0,statuary,S36Y
twostorey,2.0,twostorey,T236
italianate,1.0,italianate,I530
interiors,4.0,interiors,I620
conform,1.0,conform,C165
patterned,1.0,patterned,P365
terem,1.0,terem,T500
opulent,1.0,opulent,O530
planetout,1.0,planetout,P530
hermitage,3.0,hermitage,H532
luxurious,1.0,luxurious,L620
disrepair,2.0,disrepair,D616
gym,3.0,gym,G500
painstaking,1.0,painstaking,P232
begancoordinates,1.0,begancoordinates,B526
freelance,1.0,freelance,F452
skygger,2.0,skygger,SY26
tavse,1.0,tavse,T200
danes,1.0,danes,D200
sympathetic,2.0,sympathetic,S513
wrinkled,2.0,wrinkled,W524
faces,2.0,faces,F200
dissatisfied,1.0,dissatisfied,D232
melancholic,2.0,melancholic,M52H
liveliness,1.0,liveliness,L452
voluminous,1.0,voluminous,V520
byen,1.0,byen,B500
bag,1.0,bag,B000
regnen,1.0,regnen,R500
fotografier,2.0,fotografier,F261
fra,2.0,fra,F000
bys,1.0,bys,B200
breve,2.0,breve,B100
lissabon,1.0,lissabon,L215
sted,1.0,sted,S300
irland,1.0,irland,I530
vinden,2.0,vinden,V350
fotografisk,1.0,fotografisk,F261
natten,1.0,natten,N350
pictorial,1.0,pictorial,P364
vividly,2.0,vividly,V34Y
illustrator,3.0,illustrator,I236
kirsten,1.0,kirsten,K235
jacobsen,1.0,jacobsen,J125
larsens,1.0,larsens,L252
med,1.0,med,M000
massage,1.0,massage,M200
parlours,1.0,parlours,P462
copenhagens,1.0,copenhagens,C5H2
vesterbro,1.0,vesterbro,V361
danmarksbillede,1.0,danmarksbillede,D562
mellem,1.0,mellem,M450
og,2.0,og,O000
welldefined,1.0,welldefined,W431
ved,3.0,ved,V000
cremation,1.0,cremation,C535
det,1.0,det,D000
lys,1.0,lys,L200
cancerstricken,1.0,cancerstricken,C262
fashions,2.0,fashions,FH52
novemberrejsen,1.0,novemberrejsen,N516
carnet,1.0,carnet,C530
recherche,1.0,recherche,RH62
glossy,3.0,glossy,G2Y0
christensen,1.0,christensen,C623
sadlooking,1.0,sadlooking,S425
benches,2.0,benches,B2H2
sidestreets,1.0,sidestreets,S236
photographers,3.0,photographers,P326
suggestive,1.0,suggestive,S231
aargau,2.0,aargau,A000
sulz,1.0,sulz,S200
laufenburg,17.0,laufenburg,L516
baden,2.0,baden,B500
citiesin,1.0,citiesin,C250
wakker,1.0,wakker,W260
heritagea,1.0,heritagea,H320
kastvogtei,1.0,kastvogtei,K312
castles,3.0,castles,C342
kastvogt,1.0,kastvogt,K312
habsburgaustria,1.0,habsburgaustria,H216
habsburglaufenburg,2.0,habsburglaufenburg,H216
laupenburg,1.0,laupenburg,L516
schism,2.0,schism,SH25
antipope,1.0,antipope,A100
xxiii,1.0,xxiii,X000
resignationafter,1.0,resignationafter,R253
confederates,8.0,confederates,C136
retaliation,1.0,retaliation,R435
solothurn,1.0,solothurn,S3H6
besieged,3.0,besieged,B230
zurich,2.0,zurich,Z2H0
burgundys,1.0,burgundys,B253
fricktal,1.0,fricktal,F234
helvetic,1.0,helvetic,H132
thirds,1.0,thirds,T632
twothirds,2.0,twothirds,T3H6
belts,3.0,belts,B320
blazon,2.0,blazon,B250
rampant,2.0,rampant,R153
speaks,5.0,speaks,S200
cantonal,2.0,cantonal,C354
habitable,1.0,habitable,H314
cellars,1.0,cellars,C462
mortgage,2.0,mortgage,M320
renttoown,1.0,renttoown,R3W5
vacancy,1.0,vacancy,V52Y
cvp,1.0,cvp,C100
svp,1.0,svp,S100
sp,1.0,sp,S000
fdp,1.0,fdp,F100
nonmandatory,1.0,nonmandatory,N536
yearupdate,1.0,yearupdate,Y130
gerichtsgasse,1.0,gerichtsgasse,G2H3
fortification,5.0,fortification,F312
churchruins,1.0,churchruins,C62H
castleas,1.0,castleas,C342
censusupdate,1.0,censusupdate,C213
laufenburgthe,1.0,laufenburgthe,L516
berenson,2.0,berenson,B525
herr,1.0,herr,H600
yost,1.0,yost,Y300
ccha,1.0,ccha,CH00
muckalt,3.0,muckalt,M243
allamericans,1.0,allamericans,A562
allconference,2.0,allconference,A251
turco,2.0,turco,T200
gamewinning,1.0,gamewinning,GW52
threegame,1.0,threegame,T625
princeton,5.0,princeton,P523
clemmensen,1.0,clemmensen,C525
cory,1.0,cory,CY00
freshmanthe,1.0,freshmanthe,F2H5
commissionersalthough,1.0,commissionersalthough,C525
nonpartisan,2.0,nonpartisan,N163
singleyear,1.0,singleyear,S24Y
yoerg,1.0,yoerg,Y200
oftentimes,1.0,oftentimes,O535
administrations,1.0,administrations,A523
holyokes,1.0,holyokes,HY20
mayoran,1.0,mayoran,M650
chahidi,3.0,chahidi,CH30
shakespeares,4.0,shakespeares,S216
allmale,2.0,allmale,A540
rylances,1.0,rylances,R452
bulganin,1.0,bulganin,B250
armando,1.0,armando,A530
iannuccis,1.0,iannuccis,I200
vicar,1.0,vicar,V600
podcasts,1.0,podcasts,P232
quarantea,1.0,quarantea,Q530
stagethis,2.0,stagethis,S23H
lau,2.0,lau,L000
tvbs,1.0,tvbs,T120
yesterdays,2.0,yesterdays,Y363
glitter,1.0,glitter,G360
awakening,2.0,awakening,A520
fongs,1.0,fongs,F200
tvb,2.0,tvb,T100
recovering,4.0,recovering,R165
semiretired,2.0,semiretired,S636
wah,1.0,wah,W000
fong,6.0,fong,F200
liza,4.0,liza,L000
unfulfilled,1.0,unfulfilled,U414
mend,1.0,mend,M300
lancy,1.0,lancy,L2Y0
damian,1.0,damian,D500
michelle,1.0,michelle,MH40
yim,1.0,yim,Y000
rejects,1.0,rejects,R232
hires,5.0,hires,H200
jinny,3.0,jinny,J5Y0
szeto,1.0,szeto,S300
chung,2.0,chung,C520
shine,2.0,shine,S500
hallucinations,2.0,hallucinations,H425
georgetown,2.0,georgetown,G23W
basketballs,1.0,basketballs,B231
highscoring,2.0,highscoring,HH26
postseason,1.0,postseason,P325
berth,1.0,berth,B3H0
fastbreak,1.0,fastbreak,F316
hoyas,5.0,hoyas,H200
newcomer,3.0,newcomer,N256
gillen,2.0,gillen,G450
palestra,1.0,palestra,P236
loyola,8.0,loyola,L400
georgetowns,1.0,georgetowns,G23W
schoolrecord,2.0,schoolrecord,SH46
salle,1.0,salle,S400
lategame,1.0,lategame,L250
layup,1.0,layup,L100
nyu,1.0,nyu,N000
renewing,1.0,renewing,RW52
gibbons,1.0,gibbons,G152
fordham,1.0,fordham,F3H5
dematha,1.0,dematha,D3H0
singlegame,1.0,singlegame,S242
terrapins,1.0,terrapins,T615
christys,1.0,christys,C623
inconsistently,1.0,inconsistently,I523
observers,1.0,observers,O616
contemplate,1.0,contemplate,C351
evennumbered,1.0,evennumbered,E516
oddnumbered,1.0,oddnumbered,O516
fourlegged,1.0,fourlegged,F423
playoffsthe,1.0,playoffsthe,PY12
bestofthree,2.0,bestofthree,B313
bestoffive,1.0,bestoffive,B310
purdue,2.0,purdue,P300
nurse,2.0,nurse,N200
yorktown,1.0,yorktown,Y23W
chamberlin,3.0,chamberlin,C516
aneurysm,2.0,aneurysm,AY25
kristinsql,1.0,kristinsql,K235
boyce,3.0,boyce,B200
relational,6.0,relational,R354
refinements,2.0,refinements,R532
retrieval,1.0,retrieval,R614
edgar,2.0,edgar,E600
codds,1.0,codds,C320
vowels,12.0,vowels,V420
hawker,3.0,hawker,H260
siddeley,1.0,siddeley,S34Y
bcnf,2.0,bcnf,B510
codd,1.0,codd,C300
schemas,1.0,schemas,SH52
redundancy,1.0,redundancy,R535
boycecodd,1.0,boycecodd,B230
accomplishes,1.0,accomplishes,A514
dependencies,2.0,dependencies,D535
formthe,1.0,formthe,F53H
pharmaceutical,5.0,pharmaceutical,P652
boulcott,1.0,boulcott,B230
zealanduntil,1.0,zealanduntil,Z535
nz,1.0,nz,N000
pharmacists,1.0,pharmacists,P652
pharmacy,7.0,pharmacy,P652
druggist,1.0,druggist,D230
casecitation,1.0,casecitation,C235
signified,2.0,signified,S513
examinations,1.0,examinations,E535
trainingcitation,1.0,trainingcitation,T523
governmentappointed,1.0,governmentappointed,G653
ell,1.0,ell,E000
granville,1.0,granville,G514
ittitcomb,1.0,ittitcomb,I325
salisbury,1.0,salisbury,S216
butcher,1.0,butcher,B2H6
titcomb,2.0,titcomb,T251
organistchoirmaster,1.0,organistchoirmaster,O523
evangelist,3.0,evangelist,E242
ogasapian,1.0,ogasapian,O150
mannertitcombs,1.0,mannertitcombs,M563
sectional,1.0,sectional,S354
cadences,1.0,cadences,C520
harmonized,1.0,harmonized,H523
naive,1.0,naive,N000
arresting,2.0,arresting,A235
fanslerthe,1.0,fanslerthe,F246
titcombs,1.0,titcombs,T251
dignity,3.0,dignity,D53Y
sonorities,1.0,sonorities,S632
please,1.0,please,P200
episcopal,1.0,episcopal,E214
organist,1.0,organist,O523
enderby,2.0,enderby,E61Y
glacier,6.0,glacier,G260
antarctica,2.0,antarctica,A623
antarctic,1.0,antarctic,A623
subantarctic,2.0,subantarctic,S536
iteucalyptus,1.0,iteucalyptus,I4Y1
torelliana,7.0,torelliana,T450
fmuellcorymbia,1.0,fmuellcorymbia,F426
greenish,3.0,greenish,G52H
eggshaped,4.0,eggshaped,E2H1
heartshaped,5.0,heartshaped,H32H
buds,4.0,buds,B200
urnshaped,2.0,urnshaped,U2H1
spherical,8.0,spherical,SH62
fruitcorymbia,1.0,fruitcorymbia,F326
lignotuber,1.0,lignotuber,L531
tessellated,1.0,tessellated,T243
greyish,2.0,greyish,GY2H
coppice,1.0,coppice,C120
regrowth,1.0,regrowth,R6W3
petiole,1.0,petiole,P400
dots,1.0,dots,D200
branchlets,1.0,branchlets,B52H
pedicels,1.0,pedicels,P242
beaked,1.0,beaked,B300
eucalyptus,4.0,eucalyptus,EY13
fragmenta,1.0,fragmenta,F253
phytographiae,1.0,phytographiae,PY32
australiae,1.0,australiae,A640
lawrie,1.0,lawrie,L600
corymbia,2.0,corymbia,CY51
luigi,1.0,luigi,L000
torelli,1.0,torelli,T400
waterloving,1.0,waterloving,W641
drying,4.0,drying,DY52
sclerophyll,1.0,sclerophyll,S461
emergent,1.0,emergent,E253
cooktown,1.0,cooktown,C3W5
ingham,1.0,ingham,IH50
tablelands,2.0,tablelands,T453
fastgrowing,1.0,fastgrowing,F326
roadsides,1.0,roadsides,R232
understorey,1.0,understorey,U623
sticky,5.0,sticky,S2Y0
resin,2.0,resin,R500
fruiting,1.0,fruiting,F352
capsules,1.0,capsules,C242
stingless,1.0,stingless,S524
tetragonula,1.0,tetragonula,T625
carbonaria,1.0,carbonaria,C156
clogging,2.0,clogging,C252
honeycombs,1.0,honeycombs,HY25
sealing,3.0,sealing,S520
hive,1.0,hive,H000
eucalypt,1.0,eucalypt,EY13
narrabri,1.0,narrabri,N616
cunnamulla,1.0,cunnamulla,C540
shade,2.0,shade,S300
sooty,1.0,sooty,SY00
discolour,1.0,discolour,D246
nearcoastal,1.0,nearcoastal,N234
lophostemon,1.0,lophostemon,LH23
confertus,1.0,confertus,C163
moreton,3.0,moreton,M350
tessellaris,1.0,tessellaris,T246
flindersia,1.0,flindersia,F536
brayleyana,1.0,brayleyana,BY4Y
winterhardy,1.0,winterhardy,W36H
brassica,2.0,brassica,B200
rapa,1.0,rapa,R000
chinensis,2.0,chinensis,C520
linnaeuscitation,1.0,linnaeuscitation,L523
brassicaceae,1.0,brassicaceae,B200
cruciferae,1.0,cruciferae,C216
mustards,1.0,mustards,M363
crucifers,1.0,crucifers,C216
cabbage,5.0,cabbage,C120
familyother,1.0,familyother,F4Y3
ambiguous,5.0,ambiguous,A200
bok,17.0,bok,B000
choy,17.0,choy,CY00
vegetable,8.0,vegetable,V314
siu,1.0,siu,S000
dai,1.0,dai,D000
napa,1.0,napa,N000
pak,4.0,pak,P000
choi,1.0,choi,C000
descriptive,10.0,descriptive,D261
chard,1.0,chard,C630
celery,1.0,celery,C6Y0
spoon,2.0,spoon,S500
employedin,1.0,employedin,E4Y3
redefined,1.0,redefined,R153
transcribed,4.0,transcribed,T526
cultivars,2.0,cultivars,C316
buk,1.0,buk,B000
mandarin,3.0,mandarin,M365
qing,1.0,qing,Q200
cai,3.0,cai,C000
xiao,1.0,xiao,X000
bai,1.0,bai,B000
baak,1.0,baak,B000
preferably,1.0,preferably,P161
milky,1.0,milky,M2Y0
crinkly,1.0,crinkly,C524
crisp,4.0,crisp,C210
fries,1.0,fries,F200
mildtasting,1.0,mildtasting,M323
spoonshaped,1.0,spoonshaped,S52H
jade,1.0,jade,J000
slimy,1.0,slimy,S5Y0
overcooked,1.0,overcooked,O230
cooks,3.0,cooks,C200
steaming,1.0,steaming,S520
stirfrying,1.0,stirfrying,S616
simmering,2.0,simmering,S565
steamed,1.0,steamed,S530
leafy,1.0,leafy,LY00
nutritional,2.0,nutritional,N635
carbohydrates,2.0,carbohydrates,C1HY
kilojoules,1.0,kilojoules,K242
calories,1.0,calories,C620
dv,4.0,dv,D000
folate,1.0,folate,F300
calcium,1.0,calcium,C250
dvbok,1.0,dvbok,D120
gardenbok,1.0,gardenbok,G351
choywhite,1.0,choywhite,CYWH
choyshanghai,1.0,choyshanghai,CY2H
choybok,1.0,choybok,CY12
